,thetas,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: robustness of the model,A_UR: scalability of the model,A_UR: Availability of a well documented library,A_UR: Use of default hyperparameter values?,A_UR: Computer operating system,A_Hardware: access to high performance computing,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Feature datatypes,A_Number of features,A_Noise in dataset,A_Training technique,A_ML task,A_Detailed ML task,D_DT,D_RF,D_KNN,D_EN,D_LogReg,D_SVM,D_NB,D_XGB,D_MLP,D_DNN,D_CNN,D_LSTM,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: robustness of the model,del_UR: scalability of the model,del_UR: Availability of a well documented library,del_UR: Use of default hyperparameter values?,del_UR: Computer operating system,del_Hardware: access to high performance computing,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Feature datatypes,del_Number of features,del_Noise in dataset,del_Training technique,del_ML task,del_Detailed ML task,Antecedent_Importance
15,1,high,,,,,,,,,,,,>1,>43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.3026455026455021,,,,,,,,,,,,0.5044091710758368,0.9079365079365065,,,,,,,,0.34920634920634863,,Input Data_AI:_1
16,1,high,,,,,,,,,,,,1,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3026455026455021,,,,,,,,,,,,0.6485260770975045,0.37830687830687765,,,,,,,,0.34920634920634863,,#Instances training dataset_AI:_1
17,1,,,,,yes,,,,,,,,1,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,,,,4.539682539682532,,,,,,,,0.6485260770975045,0.37830687830687765,,,,,,,,0.34920634920634863,,Ratio training to test dataset_AI:_1
18,1,,,,,,,,,,,,,,,,,,,<100,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,0.6485260770975045,,,0.34920634920634863,,Feature datatypes_AI:_1
19,1,high,,,,,,,,,,,,1,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3026455026455021,,,,,,,,,,,,0.6485260770975045,0.37830687830687765,,,,,,,,0.34920634920634863,,Number of features_AI:_1
20,1,high,,,,,,,,,,,,,,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",Image Recognition,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3026455026455021,,,,,,,,,,,,,,,,,,,,,0.34920634920634863,4.539682539682532,Noise in dataset_AI:_1
21,1,,,,,,,,, ,,,,,1.0:43200,,,,,,,,Regression,,0.5,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,4.539682539682532,,,,,0.37830687830687765,,,,,,,,0.412698412698412,,Training technique_AI:_1
22,1,,,,,,,,,,,,,,>43200,,,,,,,,Regression,,0.0000,0.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.17,0.17,0.17,0.17,0.17,,,,,,,,,,,,,,0.9079365079365065,,,,,,,,0.412698412698412,,ML task_AI:_1
23,1,,,,,,,,,,,,,,>43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.14,0.0000,0.0000,0.0000,0.14,0.0000,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,,,0.9079365079365065,,,,,,,,0.34920634920634863,,Detailed ML task_AI:_1
24,1,,,yes,,,,,,,,,,,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.5,0.0000,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,0.37830687830687765,,,,,,,,0.34920634920634863,,
25,1,,,no,,,,,,,,,,,1.0:43200,,>100000,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.45396825396825324,,,,,,,,,,,0.37830687830687765,,1.134920634920633,,,,,,0.34920634920634863,,
26,1,,,no,,,,,,,,,,,1.0:43200,,<100000,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.50,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.45396825396825324,,,,,,,,,,,0.37830687830687765,,1.5132275132275106,,,,,,0.34920634920634863,,
27,1,low,"{'low':1.0, 'medium':1.0}",,,,,,,,,,,,,,,,,,,,,,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,1.134920634920633,4.539682539682532,,,,,,,,,,,,,,,,,,,,,,
28,1,high,high,no,no,no,no,,,yes,Predictive Quality,,,,>172800,Image data,1000.0:100000,1.0:4,,<10,,Offline,Object Detection,Object Detection,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3026455026455021,1.5132275132275106,0.45396825396825324,2.269841269841266,2.269841269841266,1.5132275132275106,,,0.2837301587301583,2.269841269841266,,,,0.9079365079365065,0.5674603174603166,4.539682539682532,4.539682539682532,,4.539682539682532,,0.5674603174603166,4.539682539682532,4.539682539682532,
29,1,high,high,no,no,no,no,,,yes,Predictive Quality,,,,>172800,Tabular data,>100000,,"[continuous, discrete, nominal, timestamp]",>1000,,Offline,Binary Classification,Part Failure,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.3026455026455021,1.5132275132275106,0.45396825396825324,2.269841269841266,2.269841269841266,1.5132275132275106,,,0.2837301587301583,2.269841269841266,,,,0.9079365079365065,0.34920634920634863,1.134920634920633,,2.269841269841266,4.539682539682532,,0.5674603174603166,1.134920634920633,4.539682539682532,
30,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.25,0.0000,0.25,0.25,0.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,,,,,,,,,,,
31,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.25,0.0000,0.25,0.25,0.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,,,,,,,,,,,
32,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.333333333,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,,,,,,,,,,,
33,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.2,0.07,0.1,0.2,0.1,0.07,0.2,0.07,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,,,,,,,,,,,
34,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.333333333,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,,,,,,,,,,,
35,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.333333333,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,,,,,,,,,,,
36,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.35,0.0000,0.25,0.15,0.05,0.05,0.15,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.5674603174603166,,,,,,,,,,,,,,,,,,,,,
37,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,1.134920634920633,,,,,,,,,,,,,,,,,,,,
38,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,,,,1.134920634920633,,,,,,,,,,,,,,,,,,,,
39,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,,,,1.134920634920633,,,,,,,,,,,,,,,,,,,,
40,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.5,0.50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,1.134920634920633,,,,,,,,,,,,,,,,,,,,
41,1,,low,,,,,yes,,,,,,,,,,,,,,,,,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.1111,0.1111,0.0000,0.1111,0.0000,0.0000,0.0000,,1.134920634920633,,,,,1.134920634920633,,,,,,,,,,,,,,,,,
42,1,,low,,,,,yes,,,,,,,,,,,,,,,,,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.0000,0.0000,0.0000,,1.134920634920633,,,,,1.134920634920633,,,,,,,,,,,,,,,,,
43,1,,low,,,,,yes,,,,,,,,,,,,,,,,,0.2000,0.2000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,1.134920634920633,,,,,1.134920634920633,,,,,,,,,,,,,,,,,
44,1,,,,,,,,,,,,,,0,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,1.5132275132275106,,,,,,,,,,
45,1,,,,,,,,,,,,,,0,,,,,,,,,,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,1.5132275132275106,,,,,,,,,,
46,1,,,,,,,,,,,,,,0,,,,,,,,,,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.0000,0.0000,0.0000,,,,,,,,,,,,,,1.5132275132275106,,,,,,,,,,
47,1,,,,,,,,,yes,,,,>1,1.0:172800,,,,,,,,,,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.2837301587301583,,,,0.5044091710758368,1.5132275132275106,,,,,,,,,,
48,1,,,,,,,,,yes,,,,>1,1.0:172800,,,,,,,,,,0.0909,0.090909091,0.09,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.0000,0.0000,0.0909,,,,,,,,,0.2837301587301583,,,,0.5044091710758368,1.5132275132275106,,,,,,,,,,
49,1,,,,,,,,,yes,,,,>1,1.0:172800,,,,,,,,,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.2837301587301583,,,,0.5044091710758368,1.5132275132275106,,,,,,,,,,
50,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.0000,0.0000,,,,,,,,,0.2837301587301583,,,,0.5044091710758368,0.5674603174603166,,,,,,,,,,
51,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,,,,,,,,,0.2837301587301583,,,,0.5044091710758368,0.5674603174603166,,,,,,,,,,
52,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0833,0.083333333,0.08,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0,0,0.0833,,,,,,,,,0.2837301587301583,,,,0.5044091710758368,0.5674603174603166,,,,,,,,,,
53,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.25,0.0000,0.25,0.0000,0.25,0.25,0.0000,,,,,,,,,0.2837301587301583,,,,0.5044091710758368,0.5674603174603166,,,,,,,,,,
54,1,,,,,,,,,no,,,,,1.0:7200,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.6485260770975045,,,,,1.5132275132275106,,,,,,,,,,
55,1,,,,,,,,,no,,,,,1.0:7200,,,,,,,,,,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.6485260770975045,,,,,1.5132275132275106,,,,,,,,,,
56,1,,,,,,,,,no,,,,,1.0:7200,,,,,,,,,,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.6485260770975045,,,,,1.5132275132275106,,,,,,,,,,
57,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.0000,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,,,,,,,,,0.6485260770975045,,,,,0.5674603174603166,,,,,,,,,,
58,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.6485260770975045,,,,,0.5674603174603166,,,,,,,,,,
59,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,,,,,,,,,0.6485260770975045,,,,,0.5674603174603166,,,,,,,,,,
60,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.0000,0.333333333,0.0000,0.0000,0.0000,0.0000,0.33,0.0000,0.33,0.0000,0.0000,0.0000,,,,,,,,,0.6485260770975045,,,,,0.5674603174603166,,,,,,,,,,
61,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.5674603174603166,,,,,,,,,
62,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.5674603174603166,,,,,,,,,
63,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.5674603174603166,,,,,,,,,
64,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.5674603174603166,,,,,,,,,
65,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.0000,,,,,,,,,,,,,,,0.5674603174603166,,,,,,,,,
66,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.5674603174603166,,,,,,,,,
67,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.5674603174603166,,,,,,,,,
68,1,,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0000,0.0909,,,,,,,,,,,,,,,0.34920634920634863,,,,,,,,,
69,1,,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,0.34920634920634863,,,,,,,,,
70,1,,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0000,0.0909,,,,,,,,,,,,,,,0.34920634920634863,,,,,,,,,
71,1,,,,,,,,,,,,,,,Tabular data,,,"[continuous, discrete, nominal, timestamp]",,,,,Time Series Prediction,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.5,,,,,,,,,,,,,,,0.34920634920634863,,,2.269841269841266,,,,,0.7566137566137553,
72,1,low,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.166666667,0.0000,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.0000,0.0000,0.0000,0.0000,0.0000,1.134920634920633,,,,,,,,,,,,,,0.34920634920634863,,,,,,,,,
73,1,high,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.3026455026455021,,,,,,,,,,,,,,0.34920634920634863,,,,,,,,,
74,1,,,,,,,,,,,,,,,,,,,,,,,Time Series Prediction,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,,,,,,,,,,,,,,,,,,,,0.7566137566137553,
75,1,,,,,,,,,,,,,,,,,,,,,,,Time Series Prediction,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,,,,,,,,,,,,,,,,,,,,0.7566137566137553,
76,1,high,medium,no,,,yes,,Windows,yes,,,>200,,>172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,Offline,Regression,Time Series Prediction,0.25,0.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.25,0.0000,0.0000,0.0000,0.25,0.3026455026455021,0.9079365079365065,0.45396825396825324,,,0.9079365079365065,,1.134920634920633,0.2837301587301583,,,1.5132275132275106,,0.9079365079365065,0.34920634920634863,1.134920634920633,0.7566137566137553,0.7566137566137553,0.6485260770975045,0.9079365079365065,0.5674603174603166,0.412698412698412,0.7566137566137553,
77,1,low,medium,no,,,yes,,Windows,yes,,,,,7200.0:172800,Tabular data,1000.0:10000,2.0:9,"[continuous, discrete, nominal]",<100,no,Offline,Binary Classification,Time Series Prediction,0.0000,0.3,0.0000,0.0000,0.3,0.0000,0.0000,0.3,0.0000,0.0000,0.0000,0.0000,1.134920634920633,0.9079365079365065,0.45396825396825324,,,0.9079365079365065,,1.134920634920633,0.2837301587301583,,,,,1.5132275132275106,0.34920634920634863,2.269841269841266,0.7566137566137553,0.7566137566137553,0.6485260770975045,4.539682539682532,0.5674603174603166,1.134920634920633,0.7566137566137553,
78,1,low,medium,no,,,yes,,Windows,yes,,,,,>172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,Offline,Multiclass Classification,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,1.134920634920633,0.9079365079365065,0.45396825396825324,,,0.9079365079365065,,1.134920634920633,0.2837301587301583,,,,,0.9079365079365065,0.34920634920634863,1.134920634920633,0.7566137566137553,0.7566137566137553,0.6485260770975045,0.9079365079365065,0.5674603174603166,1.5132275132275106,,
79,1,high,medium,no,,,yes,,linux,yes,,,,,7200.0:172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,Offline,Multiclass Classification,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.3026455026455021,0.9079365079365065,0.45396825396825324,,,0.9079365079365065,,4.539682539682532,0.2837301587301583,,,,,1.5132275132275106,0.34920634920634863,1.134920634920633,0.7566137566137553,0.7566137566137553,0.6485260770975045,0.9079365079365065,0.5674603174603166,1.5132275132275106,,
80,1,high,medium,no,,,no,,Windows,yes,,,>200,,7200.0:172800,Tabular data,1000.0:10000,2.0:9,"[continuous, discrete, nominal]",<100,yes,Offline,Binary Classification,,0.14,0.14,0.14,0.0000,0.14,0.14,0.0000,0.14,0.14,0.0000,0.0000,0.0000,0.3026455026455021,0.9079365079365065,0.45396825396825324,,,1.5132275132275106,,1.134920634920633,0.2837301587301583,,,1.5132275132275106,,1.5132275132275106,0.34920634920634863,2.269841269841266,0.7566137566137553,0.7566137566137553,0.6485260770975045,0.9079365079365065,0.5674603174603166,1.134920634920633,,
81,1,high,high,no,,,yes,,Linux,yes,,,>200,,>172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,Offline,Regression,Time Series Prediction,0.0000,0.33,0.0000,0.0000,0.0000,0.33,0.0000,0.33,0.0000,0.0000,0.0000,0.0000,0.3026455026455021,1.5132275132275106,0.45396825396825324,,,0.9079365079365065,,4.539682539682532,0.2837301587301583,,,1.5132275132275106,,0.9079365079365065,0.34920634920634863,1.134920634920633,0.7566137566137553,0.7566137566137553,0.6485260770975045,0.9079365079365065,0.5674603174603166,0.412698412698412,0.7566137566137553,
