,thetas,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: robustness of the model,A_UR: scalability of the model,A_UR: Availability of a well documented library,A_UR: HPO or use of default values?,A_UR: Computer operating system,A_Hardware: access to high performance computing,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Feature datatypes,A_Number of features,A_Noise in dataset,A_Training technique,A_ML task,A_Detailed ML task,D_DT,D_RF,D_KNN,D_EN,D_LogReg,D_SVM,D_NB,D_XGB,D_MLP,D_DNN,D_CNN,D_LSTM,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: robustness of the model,del_UR: scalability of the model,del_UR: Availability of a well documented library,del_UR: HPO or use of default values?,del_UR: Computer operating system,del_Hardware: access to high performance computing,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Feature datatypes,del_Number of features,del_Noise in dataset,del_Training technique,del_ML task,del_Detailed ML task,Antecedent_Importance
11,1,high,,,,,,,,,,,,1,1.0:43200,,,,,,,,Regression,,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9494482832557547,,,,,,,,,,,,5.477546811760687,3.1952356401937343,,,,,,,,3.485711607484074,,Number of maximum function evaluations/ trials budget_AI:_1
12,1,high,,,,,,,,,,,,>1,>43200,,,,,,,,Regression,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,3.10400515928849,,,,,,,,,,,,4.483563007861152,5.764581010107195,,,,,,,,3.6683697337045786,,Running time per trial [s]_AI:_1
13,1,high,,,,,,,,yes,,,,1,1.0:43200,,,,,,,,Regression,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2.990918449389507,,,,,,,,2.7772814172902565,,,,5.554562834580513,3.2401616535052993,,,,,,,,3.5347218038239627,,Number of kernels used_AI:_1
14,1,,,,,,,,,,,,,1,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,,,,,,,,,,,,,4.8122280278129415,2.8071330162242156,,,,,,,,2.5911997072838915,,Total Computing Time [s]_AI:_1
15,1,high,,,,,,,,,,,,>1,>43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2.80415738907507,,,,,,,,,,,,4.050449561997323,5.207720865425129,,,,,,,,2.80415738907507,,Input Data_AI:_1
16,1,high,,,,,,,,,,,,1,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7721300332741317,,,,,,,,,,,,5.148241490366244,3.003140869380309,,,,,,,,2.7721300332741317,,#Instances training dataset_AI:_1
17,1,,,,,yes,,,,,,,,1,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,,,,2.5633789574559986,,,,,,,,0.3661969939222855,0.2136149131213332,,,,,,,,0.1971829967273845,,Ratio training to test dataset_AI:_1
18,1,,,,,,,,,,,,,,,,,,,<100,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,4.333333333333334,,,2.333333333333334,,Feature datatypes_AI:_1
19,1,high,,,,,,,,,,,,1,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,2.7721300332741317,,,,,,,,,,,,5.148241490366244,3.003140869380309,,,,,,,,2.7721300332741317,,Number of features_AI:_1
20,1,high,,,,,,,,,,,,,,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",Image Recognition,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1767766952966369,,,,,,,,,,,,,,,,,,,,,0.1767766952966369,2.2980970388562794,Noise in dataset_AI:_1
21,1,,,,,,,,,,,,,,1.0:43200,,,,,,,,Regression,,0.5,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,21.99999999999998,,,,,,,,23.99999999999998,,Training technique_AI:_1
22,1,,,,,,,,,,,,,,>43200,,,,,,,,Regression,,0.0000,0.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.17,0.17,0.17,0.17,0.17,,,,,,,,,,,,,,5.500000000000001,,,,,,,,3.500000000000001,,ML task_AI:_1
23,1,,,,,,,,,,,,,,>43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.14,0.0000,0.0000,0.0000,0.14,0.0000,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,,,4.333333333333334,,,,,,,,2.333333333333334,,Detailed ML task_AI:_1
24,1,,,yes,,,,,,,,,,,1.0:43200,,,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.5,0.0000,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,5.8646800732699,,,,,,,,,,,3.9097867155132664,,,,,,,,3.6090338912430155,,
25,1,,,no,,,,,,,,,,,1.0:43200,,>100000,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,,,1.4047215097905028,,,,,,,,,,,1.1706012581587524,,3.511803774476257,,,,,,1.080555007531156,,
26,1,,,no,,,,,,,,,,,1.0:43200,,<100000,,,,,,"{'Binary Classification':1.0, 'Multiclass Classification':1.0}",,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.50,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.9336673450644336,,,,,,,,,,,0.7780561208870279,,3.1122244835481117,,,,,,0.7182056500495644,,
27,1,low,"{'low':1.0, 'medium':1.0}",,,,,,,,,,,,,,,,,,,,,,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.6666666666666666,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,
28,1,,high,no,no,no,no,,,,Predictive Quality,,,,>43200,Image data,1000.0:100000,1.0:4,,<10,,,Object Detection,Object Detection,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,0.9352410555839477,0.2805723166751843,1.4028615833759215,1.4028615833759215,0.9352410555839477,,,,1.4028615833759215,,,,0.4008175952502633,0.35071539584398037,2.805723166751843,2.805723166751843,,2.805723166751843,,,2.805723166751843,2.805723166751843,
29,1,,high,no,no,no,no,,,,Predictive Quality,,,,>43200,Tabular data,>100000,,"[continuous, discrete, nominal, timestamp]",>1000,,,Binary Classification,Part Failure,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,1.162917387221298,0.3488752161663894,1.7443760808319468,1.7443760808319468,1.162917387221298,,,,1.7443760808319468,,,,0.4983931659519848,0.2683655508972226,0.8721880404159734,,1.7443760808319468,3.4887521616638937,,,0.8721880404159734,3.4887521616638937,
30,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.25,0.0000,0.25,0.25,0.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.125,,,,,,,,,,,,,,,,,,,,,
31,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.25,0.0000,0.25,0.25,0.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.125,,,,,,,,,,,,,,,,,,,,,
32,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.333333333,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.125,,,,,,,,,,,,,,,,,,,,,
33,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.2,0.07,0.1,0.2,0.1,0.07,0.2,0.07,0.0000,0.0000,0.0000,0.0000,,,0.125,,,,,,,,,,,,,,,,,,,,,
34,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.333333333,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.125,,,,,,,,,,,,,,,,,,,,,
35,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.333333333,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.125,,,,,,,,,,,,,,,,,,,,,
36,1,,,yes,,,,,,,,,,,,,,,,,,,,,0.35,0.0000,0.25,0.15,0.05,0.05,0.15,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.125,,,,,,,,,,,,,,,,,,,,,
37,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,0.25,,,,,,,,,,,,,,,,,,,,
38,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,,,,0.25,,,,,,,,,,,,,,,,,,,,
39,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.25,,,,,,,,,,,,,,,,,,,,
40,1,,,,yes,,,,,,,,,,,,,,,,,,,,0.0000,0.5,0.50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,0.25,,,,,,,,,,,,,,,,,,,,
41,1,,low,,,,,Default values,,,,,,,,,,,,,,,,,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.1111,0.1111,0.0000,0.1111,0.0000,0.0000,0.0000,,0.25,,,,,0.25,,,,,,,,,,,,,,,,,
42,1,,low,,,,,Default values,,,,,,,,,,,,,,,,,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.1250,0.0000,0.0000,0.0000,,0.25,,,,,0.25,,,,,,,,,,,,,,,,,
43,1,,low,,,,,Default values,,,,,,,,,,,,,,,,,0.2000,0.2000,0.0000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.25,,,,,0.25,,,,,,,,,,,,,,,,,
44,1,,,,,,,,,,,,,,0,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,
45,1,,,,,,,,,,,,,,0,,,,,,,,,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,
46,1,,,,,,,,,,,,,,0,,,,,,,,,,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.1110,0.0000,0.0000,0.0000,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,
47,1,,,,,,,,,yes,,,,>1,1.0:172800,,,,,,,,,,0.0000,0.2500,0.0000,0.0000,0.0000,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.6197487508865996,,,,0.9640536124902661,2.892160837470798,,,,,,,,,,
48,1,,,,,,,,,yes,,,,>1,1.0:172800,,,,,,,,,,0.0909,0.090909091,0.09,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.0000,0.0000,0.0909,,,,,,,,,0.6197487508865996,,,,0.9640536124902661,2.892160837470798,,,,,,,,,,
49,1,,,,,,,,,yes,,,,>1,1.0:172800,,,,,,,,,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,0.6197487508865996,,,,0.9640536124902661,2.892160837470798,,,,,,,,,,
50,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.0000,0.0000,0.0000,,,,,,,,,3.14666935243955,,,,4.894818992683745,5.506671366769213,,,,,,,,,,
51,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,,,,,,,,,3.14666935243955,,,,4.894818992683745,5.506671366769213,,,,,,,,,,
52,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0833,0.083333333,0.08,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0,0,0.0833,,,,,,,,,3.14666935243955,,,,4.894818992683745,5.506671366769213,,,,,,,,,,
53,1,,,,,,,,,yes,,,,>1,>7200,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.25,0.0000,0.25,0.0000,0.25,0.25,0.0000,,,,,,,,,3.14666935243955,,,,4.894818992683745,5.506671366769213,,,,,,,,,,
54,1,,,,,,,,,no,,,,,1.0:7200,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,1.5,,,,,3.5,,,,,,,,,,
55,1,,,,,,,,,no,,,,,1.0:7200,,,,,,,,,,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,1.5,,,,,3.5,,,,,,,,,,
56,1,,,,,,,,,no,,,,,1.0:7200,,,,,,,,,,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.0000,0.0000,,,,,,,,,1.5,,,,,3.5,,,,,,,,,,
57,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.0000,0.333333333,0.0000,0.0000,0.0000,0.0000,0.0000,0.333333333,0.333333333,0.0000,0.0000,0.0000,,,,,,,,,16.000000000000007,,,,,14.000000000000007,,,,,,,,,,
58,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,16.000000000000007,,,,,14.000000000000007,,,,,,,,,,
59,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,0.083333333,,,,,,,,,16.000000000000007,,,,,14.000000000000007,,,,,,,,,,
60,1,,,,,,,,,no,,,,,>7200,,,,,,,,,,0.0000,0.333333333,0.0000,0.0000,0.0000,0.0000,0.33,0.0000,0.33,0.0000,0.0000,0.0000,,,,,,,,,16.000000000000007,,,,,14.000000000000007,,,,,,,,,,
61,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.125,,,,,,,,,
62,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.125,,,,,,,,,
63,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.125,,,,,,,,,
64,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.125,,,,,,,,,
65,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.0000,,,,,,,,,,,,,,,0.125,,,,,,,,,
66,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.125,,,,,,,,,
67,1,,,,,,,,,,,,,,,Image data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,,,,,,,,,,,,,,,0.125,,,,,,,,,
68,1,,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0000,0.0909,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,
69,1,,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,
70,1,,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0909,0.0000,0.0909,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,
71,1,,,,,,,,,,,,,,,Tabular data,,,"[continuous, discrete, nominal, timestamp]",,,,,Time Series Prediction,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.5,,,,,,,,,,,,,,,0.42262371543863664,,,2.747054150351138,,,,,0.9156847167837125,
72,1,low,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.166666667,0.0000,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.0000,0.0000,0.0000,0.0000,0.0000,2.888888888888889,,,,,,,,,,,,,,0.888888888888889,,,,,,,,,
73,1,high,,,,,,,,,,,,,,Tabular data,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.07692307692307693,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,
74,1,,,,,,,,,,,,,,,,,,,,,,,Time Series Prediction,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,
75,1,,,,,,,,,,,,,,,,,,,,,,,Time Series Prediction,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,
76,1,high,medium,no,,,yes,,Windows,yes,,,>200,,>172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,,Regression,Time Series Prediction,0.25,0.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.25,0.0000,0.0000,0.0000,0.25,0.9400913799687785,2.444237587918824,1.222118793959412,,,2.444237587918824,,3.0552969848985296,0.8729419956852942,,,4.073729313198039,,4.073729313198039,0.9400913799687785,3.0552969848985296,2.0368646565990196,2.0368646565990196,1.7458839913705884,2.444237587918824,,1.111017085417647,2.0368646565990196,
77,1,low,medium,no,,,yes,,Windows,yes,,,,,7200.0:172800,Tabular data,1000.0:10000,2.0:9,"[continuous, discrete, nominal]",<100,no,,Binary Classification,Time Series Prediction,0.0000,0.3,0.0000,0.0000,0.3,0.0000,0.0000,0.3,0.0000,0.0000,0.0000,0.0000,1.116125782426172,0.8929006259409377,0.44645031297046883,,,0.8929006259409377,,1.116125782426172,0.318893080693192,,,,,1.4881677099015627,0.3434233176695914,2.232251564852344,0.7440838549507813,0.7440838549507813,0.637786161386384,4.464503129704688,,1.116125782426172,0.7440838549507813,
78,1,low,medium,no,,,yes,,Windows,yes,,,,,>172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,,Multiclass Classification,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,3.118485498164351,2.494788398531481,1.2473941992657405,,,2.494788398531481,,3.118485498164351,0.890995856618386,,,,,4.157980664219134,0.9595339994351849,3.118485498164351,2.078990332109567,2.078990332109567,1.781991713236772,2.494788398531481,,4.157980664219134,,
79,1,high,medium,no,,,yes,,linux,yes,,,,,7200.0:172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,,Multiclass Classification,,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.5,0.0000,0.0000,0.0000,0.0000,0.3389180312004628,0.8811868811212034,0.4405934405606017,,,0.8811868811212034,,4.405934405606017,0.3147096004004297,,,,,1.468644801868672,0.3389180312004628,1.1014836014015041,0.734322400934336,0.734322400934336,0.6294192008008594,0.8811868811212034,,1.468644801868672,,
80,1,high,medium,no,,,no,,Windows,yes,,,>200,,7200.0:172800,Tabular data,1000.0:10000,2.0:9,"[continuous, discrete, nominal]",<100,yes,,Binary Classification,,0.14,0.14,0.14,0.0000,0.14,0.14,0.0000,0.14,0.14,0.0000,0.0000,0.0000,0.6533287096823708,1.698654645174164,0.849327322587082,,,2.831091075290273,,2.123318306467705,0.6066623732764871,,,2.831091075290273,,2.831091075290273,0.6533287096823708,4.24663661293541,1.4155455376451365,1.4155455376451365,1.2133247465529742,1.698654645174164,,2.123318306467705,,
81,1,high,high,no,,,yes,,Linux,yes,,,>200,,>172800,Tabular data,>1000000,2.0:9,"[continuous, discrete, nominal]",<100,yes,,Regression,Time Series Prediction,0.0000,0.33,0.0000,0.0000,0.0000,0.33,0.0000,0.33,0.0000,0.0000,0.0000,0.0000,0.3541224730426661,1.5345307165182196,0.46035921495546595,,,0.9207184299109319,,4.603592149554659,0.32882801068247564,,,1.5345307165182196,,1.5345307165182196,0.3541224730426661,1.1508980373886648,0.7672653582591098,0.7672653582591098,0.6576560213649513,0.9207184299109319,,0.41850837723224177,0.7672653582591098,
82,1,,,,,,,Default values,,,,,,,,,,,,,,,,,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,,,,,,,0.25,,,,,,,,,,,,,,,,,
83,1000,,,,,,,,,,,,,,,,,,,,,,Regression,,1,1,1,1,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,
84,1000,,,,,,,,,,,,,,,,,,,,,,Binary Classification,,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0.25,,
85,1000,,,,,,,,,,,,,,,,,,,,,,Multiclass Classification,,1,1,1,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,
