;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;;high;0,02174;high;0,04545;;;;Predictive Quality;0,03226;;low;0,07143;high;0,01695;;;;;;;;no;0,16667;no;0,04167;;;;;;;>=1;0,01031;no;0,20000;;;;;;;;;;;;;;10;;;;;;1,00000;;;;;;;;;;;;;;;;;;
11;;high;0,02174;high;0,04545;;;;Predictive Quality;0,03226;;low;0,07143;high;0,01695;;;;;;;;no;0,16667;no;0,04167;;;;;;;0;0,01031;no;0,20000;;;;;;;;;;;;;;11;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
12;;high;0,02174;high;0,04545;;;;Predictive Quality;0,03226;;low;0,07143;low;0,01695;;;;;;;;no;0,16667;no;0,04167;;;;;;;;;no;0,20000;;;;;;;;;;;;;;12;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
13;;high;0,02174;high;0,04545;;;;Predictive Quality;0,03226;;low;0,07143;;;;;;;;;;no;0,16667;yes;0,04167;;;high;0,01020;;;0;0,01031;no;0,20000;;;;;;;;;;;;;;13;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
14;;high;0,02174;high;0,04545;;;;Predictive Quality;0,03226;;low;0,07143;;;;;;;;;;no;0,16667;yes;0,04167;;;low;0,01020;;;>=1;0,01031;no;0,20000;;;;;;;;;;;;;;14;;;;;;;;;;1,00000;;;;;;;;;;;;;;
15;;;;low;0,04545;;;;Predictive Maintenance;0,03226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;1,00000;;;;;;;;;;;;;;;;;;;;;Lucas;
16;;;;medium:high;0,04545;;;;Predictive Maintenance;0,03226;;;;;;;;<10;0,11111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;0,50000;;;;0,50000;;;;;;;;;;;;;;;;;;
17;;;;medium:high;0,04545;;;;Predictive Maintenance;0,03226;;;;;;;;>100;0,11111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;0,50000;;0,50000;;;;
18;;;;medium:high;0,04545;yes;0,04545;;Predictive Maintenance;0,03226;;;;;;;;10:100;0,11111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;1,00000;;;;;;;;;;;;;;;;;;
19;;;;medium:high;0,04545;no;0,04545;;Predictive Maintenance;0,03226;;;;>200;0,01695;;;10:100;0,11111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;0,50000;;;;0,50000;;;;;;;;;;;;;;;;;;
20;;;;medium:high;0,04545;no;0,04545;;Predictive Maintenance;0,03226;;;;<200;0,01695;;;10:100;0,11111;;;;;;;;;;>10;0,01020;yes;0,01099;;;;;;;;;;;;;;;;;;20;;;;;;;;;1,00000;;;;;;;;;;;;;;;
21;;;;medium:high;0,04545;no;0,04545;;Predictive Maintenance;0,03226;;;;<200;0,01695;;;10:100;0,11111;;;;;;;;;;>10;0,01020;no;0,01099;;;;;;;;;;;;;;;;;;21;;;;;;;;1,00000;;;;;;;;;;;;;;;;
22;;;;medium:high;0,04545;no;0,04545;;Predictive Maintenance;0,03226;;;;<200;0,01695;;;10:100;0,11111;;;;;;;;;;<11;0,01020;;;>=1;0,01031;;;;;;;;;;;;;;;;22;;;;;;;;;;1,00000;;;;;;;;;;;;;;
23;;;;medium:high;0,04545;no;0,04545;;Predictive Maintenance;0,03226;;;;<200;0,01695;;;10:100;0,11111;;;;;;;;;;<11;0,01020;no;0,01099;0;0,01031;;;;;;;;;;;;;;;;23;;;;;;;;1,00000;;;;;;;;;;;;;;;;
24;;;;medium:high;0,04545;no;0,04545;;Predictive Maintenance;0,03226;;;;<200;0,01695;;;10:100;0,11111;;;;;;;;;;<11;0,01020;yes;0,01099;;;;;;;;;;;;;;;;;;24;;;;;;;;;1,00000;;;;;;;;;;;;;;;
25;;high;0,02174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;0,25000;0,25000;0,25000;;;;;;;;0,25000;;;;;Flo Generic;
26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;high;0,01020;;;;;;;;;;;;;;;;;;;;26;;;;;;;;0,25000;0,25000;;;;;;0,25000;;;0,25000;;;;;;
27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;0,01099;>=1;0,01031;;;;;;;;;;;;;;;;27;;0,16667;0,16667;;;;;0,16667;0,16667;;;;;;0,16667;;;0,16667;;;;;;
28;;;;;;;;;;;;low;0,07143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;0,33333;;;;;;;;;;;;;0,33333;;;0,33333;;;;;;
29;;high;0,02174;;;;;;Process Parameter Prediction;0,03226;;;;;;<200;0,02439;;;;XGBoost;0,01136;;;;;no categorical features;0,03030;6;0,01020;no;0,01099;>=1;0,01031;;;;Blisk Milling (Florian Schlaich);0,01136;;;;;;;k = 3 k-fold CV;0,01961;Time Series Prediction;0,01136;29;1,00000;;;;;;;;;;;;;;;;;;;;;;Flo Experiment;
30;;high;0,02174;;;;;;Process Parameter Prediction;0,03226;;;;;;200:2000;0,02439;;;;XGBoost;0,01136;;;;;no categorical features;0,03030;6;0,01020;no;0,01099;>=1;0,01031;;;;Blisk Milling (Florian Schlaich);0,01136;;;;;;;k = 3 k-fold CV;0,01961;Time Series Prediction;0,01136;30;;0,33333;;;;;;0,33333;0,33333;;;;;;;;;;;;;;;
31;;high;0,02174;;;;;;Process Parameter Prediction;0,03226;;;;;;>2000;0,02439;;;;XGBoost;0,01136;;;;;no categorical features;0,03030;6;0,01020;no;0,01099;>=1;0,01031;;;;Blisk Milling (Florian Schlaich);0,01136;;;;;;;k = 3 k-fold CV;0,01961;Time Series Prediction;0,01136;31;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;all;;
32;;high;0,02174;;;;;;Process Parameter Prediction;0,03226;;;;;;<2000;0,02439;;;;Random Forest;0,01136;;;;;no categorical features;0,03030;6;0,01020;no;0,01099;>=1;0,01031;;;;Blisk Milling (Florian Schlaich);0,01136;;;;;;;k = 3 k-fold CV;0,01961;Time Series Prediction;0,01136;32;;;;;;;;1,00000;;;;;;;;;;;;;;;;
33;;high;0,02174;;;;;;Process Parameter Prediction;0,03226;;;;;;2000:5000;0,02439;;;;Random Forest;0,01136;;;;;no categorical features;0,03030;6;0,01020;no;0,01099;>=1;0,01031;;;;Blisk Milling (Florian Schlaich);0,01136;;;;;;;k = 3 k-fold CV;0,01961;Time Series Prediction;0,01136;33;;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;
34;;high;0,02174;;;;;;Process Parameter Prediction;0,03226;;;;;;5000:10000;0,02439;;;;Random Forest;0,01136;;;;;no categorical features;0,03030;6;0,01020;no;0,01099;>=1;0,01031;;;;Blisk Milling (Florian Schlaich);0,01136;;;;;;;k = 3 k-fold CV;0,01961;Time Series Prediction;0,01136;34;;;;;;;;1,00000;;;;;;;;;;;;;;;;
35;;high;0,02174;;;;;;Process Parameter Prediction;0,03226;;;;;;>10000;0,02439;;;;Random Forest;0,01136;;;;;no categorical features;0,03030;6;0,01020;no;0,01099;>=1;0,01031;;;;Blisk Milling (Florian Schlaich);0,01136;;;;;;;k = 3 k-fold CV;0,01961;Time Series Prediction;0,01136;35;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;all;;
36;;;;;;;;;;;;;;<2;0,01695;;;;;;Latent Dirichlet Allocation (HPOlib);0,01136;;;;;yes;0,03030;3;0,01020;no;0,01099;>=1;0,01031;;;;wikipedia articles;0,01136;;;;;;;;;Text;0,01136;36;;;;;;;;;;1,00000;;;;;;;;;;;;;Eggensperger2015;
37;;;;;;;;;;;;;;2:10;0,01695;;;;;;Latent Dirichlet Allocation (HPOlib);0,01136;;;;;yes;0,03030;3;0,01020;no;0,01099;>=1;0,01031;;;;wikipedia articles;0,01136;;;;;;;;;Text;0,01136;37;;;;;;;;0,50000;;0,50000;;;;;;;;;;;;;;
38;;;;;;;;;;;;;;>10;0,01695;;;;;;Latent Dirichlet Allocation (HPOlib);0,01136;;;;;yes;0,03030;3;0,01020;no;0,01099;>=1;0,01031;;;;wikipedia articles;0,01136;;;;;;;;;Text;0,01136;38;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;all;;
39;;;;;;;;;;;;;;<2;0,01695;;;;;;Logistic Regression (HPOlib);0,01136;;;;;yes;0,03030;4;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;39;;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;
40;;;;;;;;;;;;;;2:50;0,01695;;;;;;Logistic Regression (HPOlib);0,01136;;;;;yes;0,03030;4;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;40;;;;;;;;;;1,00000;;;;;;;;;;;;;;
41;;;;;;;;;;;;;;>50;0,01695;;;;;;Logistic Regression (HPOlib);0,01136;;;;;yes;0,03030;4;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;41;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;all;;
42;;;;;;;;;;;;;;<10;0,01695;;;;;;Logistic Regression (HPOlib);0,01136;;;;;yes;0,03030;4;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;42;;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;
43;;;;;;;;;;;;;;10:100;0,01695;;;;;;Logistic Regression (HPOlib);0,01136;;;;;yes;0,03030;4;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;43;;;;;;;;;;1,00000;;;;;;;;;;;;;;
44;;;;;;;;;;;;;;>100;0,01695;;;;;;Logistic Regression (HPOlib);0,01136;;;;;yes;0,03030;4;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;44;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;all;;
45;;;;;;;;;;;;;;<2;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;45;;;;;;;;1,00000;;;;;;;;;;;;;;;;
46;;;;;;;;;;;;;;2:20;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;46;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
47;;;;;;;;;;;;;;20:200;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;47;;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;
48;;;;;;;;;;;;;;<10;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;48;;;;;;;;1,00000;;;;;;;;;;;;;;;;
49;;;;;;;;;;;;;;10:100;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;49;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
50;;;;;;;;;;;;;;100:500;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;50;;;;;;;;1,00000;;;;;;;;;;;;;;;;
51;;;;;;;;;;;;;;<2;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;51;;;;;;;;1,00000;;;;;;;;;;;;;;;;
52;;;;;;;;;;;;;;2:50;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;52;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
53;;;;;;;;;;;;;;50:200;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;53;;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;
54;;;;;;;;;;;;;;<5;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;54;;;;;;;;1,00000;;;;;;;;;;;;;;;;
55;;;;;;;;;;;;;;5:50;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;55;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
56;;;;;;;;;;;;;;50:500;0,01695;;;;;;Simple Neural Net (HPOlib);0,01136;;;;;yes;0,03030;14;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 5 k-fold CV;0,01961;Image Recognition;0,01136;56;;;;;;;;1,00000;;;;;;;;;;;;;;;;
57;;;;;;;;;;;;;;<5;0,01695;;;;;;Deep Neural Net;0,01136;;;;;yes;0,03030;36;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;57;;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;
58;;;;;;;;;;;;;;2:50;0,01695;;;;;;Deep Neural Net;0,01136;;;;;yes;0,03030;36;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;58;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
59;;;;;;;;;;;;;;50:200;0,01695;;;;;;Deep Neural Net;0,01136;;;;;yes;0,03030;36;0,01020;yes;0,01099;>=1;0,01031;;;;convex (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;59;;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;
60;;;;;;;;;;;;;;<10;0,01695;;;;;;Deep Neural Net;0,01136;;;;;yes;0,03030;36;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;60;;;;;;;;0,33333;0,33333;0,33333;;;;;;;;;;;;;;
61;;;;;;;;;;;;;;10:200;0,01695;;;;;;Deep Neural Net;0,01136;;;;;yes;0,03030;36;0,01020;yes;0,01099;>=1;0,01031;;;;mrbi (mnist-rot-back-image) (Larochelle2007);0,01136;;;;;;;k = 1 (no CV);0,01961;Image Recognition;0,01136;61;;;;;;;;0,50000;0,50000;;;;;;;;;;;;;;;
62;;;;;;;;;;;;;;;;<10;0,02439;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;mnist surrogate (Klein2017);0,01136;;;;;yes;0,03226;n = 10 runs on entire dataset;0,01961;Image Recognition;0,01136;62;;;;;;;;;;;;;;;0,33333;;0,33333;0,33333;;;;;Falkner2018;
63;;;;;;;;;;;;;;;;0,444444444;0,02439;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;mnist surrogate (Klein2017);0,01136;;;;;yes;0,03226;n = 10 runs on entire dataset;0,01961;Image Recognition;0,01136;63;;;;;;;;;;;;;;;;;1,00000;;;;;;;
64;;;;;;;;;;;;;;;;40:100;0,02439;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;mnist surrogate (Klein2017);0,01136;;;;;yes;0,03226;n = 10 runs on entire dataset;0,01961;Image Recognition;0,01136;64;;;;;;;;;;;;;;;0,50000;;0,50000;;;;;;;
65;;;;;;;;;;;;;;;;100:400;0,02439;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;mnist surrogate (Klein2017);0,01136;;;;;yes;0,03226;n = 10 runs on entire dataset;0,01961;Image Recognition;0,01136;65;;;;;;;;;;;;;;;0,33333;;0,33333;0,33333;;;;;;
66;;;;;;;;;;;;;;;;400:50000;0,02439;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;mnist surrogate (Klein2017);0,01136;;;;;yes;0,03226;n = 10 runs on entire dataset;0,01961;Image Recognition;0,01136;66;;;;;;;;;;;0,25000;;;;0,25000;;0,25000;0,25000;;;;;;
67;;;;;;;;;;;;;;;;50000:500000;0,02439;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;mnist surrogate (Klein2017);0,01136;;;;;yes;0,03226;n = 10 runs on entire dataset;0,01961;Image Recognition;0,01136;67;;;;;;;;;;0,20000;0,20000;;;;0,20000;;0,20000;0,20000;;;;;;
68;;;;;;;;;;;;;;;;>500000;0,02439;;;;SVM w/ RBF kernel;0,01136;;;;;;;2;0,01020;no;0,01099;>=1;0,01031;;;;mnist surrogate (Klein2017);0,01136;;;;;yes;0,03226;n = 10 runs on entire dataset;0,01961;Image Recognition;0,01136;68;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;0,05000;all;;
69;;;;;;;;;;;;;;;;<4000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Adult (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;69;;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;
70;;;;;;;;;;;;;;;;4000:100000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Adult (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;70;;;;;;;;;;;;;;;;;;1,00000;;;;;;
71;;;;;;;;;;;;;;;;<10000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Higgs (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;71;;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;
72;;;;;;;;;;;;;;;;10000:100000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Higgs (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;72;;;;;;;;;;;;;;;;;;1,00000;;;;;;
73;;;;;;;;;;;;;;;;<100;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Letter (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Image Recognition;0,01136;73;;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;
74;;;;;;;;;;;;;;;;100:2000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Letter (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Image Recognition;0,01136;74;;;;;;;;;;;;;;;;;;1,00000;;;;;;
75;;;;;;;;;;;;;;;;2000:20000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Letter (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Image Recognition;0,01136;75;;;;;;;;;;0,50000;;;;;;;;0,50000;;;;;;
76;;;;;;;;;;;;;;;;20000:40000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Letter (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Image Recognition;0,01136;76;;;;;;;;;0,33333;0,33333;;;;;;;;0,33333;;;;;;
77;;;;;;;;;;;;;;;;<4000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Image Recognition;0,01136;77;;;;;;;;;;;;;;;0,50000;;;0,50000;;;;;;
78;;;;;;;;;;;;;;;;4000:100000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;MNIST (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Image Recognition;0,01136;78;;;;;;;;;0,33333;0,33333;;;;;;;;0,33333;;;;;;
79;;;;;;;;;;;;;;;;<1000;0,02439;;;;Feed Forward Neural Net;0,01136;;;;;;;6;0,01020;no;0,01099;>=1;0,01031;;;;Optdigits (OpenML);0,01136;;;;;yes;0,03226;n = 256 runs on entire dataset;0,01961;Classification;0,01136;79;;;;;;;;;;;;;;;0,33333;;;0,33333;0,33333;;;;;
